user_id,investment_type,asset_name,amount_invested,current_value,returns_percentage,purchase_date,platform
USER0472,Real Estate,Real Estate Portfolio,3972412,4259503.31,7.23,2023-05-06,Bank
USER0472,Mutual Funds,Mutual Funds Portfolio,252184,249181.79,-1.19,2024-04-13,Mutual Fund House
USER0472,Fixed Deposits,Fixed Deposits Portfolio,303611,275999.29,-9.09,2025-09-11,Direct
USER0473,Mutual Funds,Mutual Funds Portfolio,368424,401054.99,8.86,2023-03-19,Stock Broker
USER0474,Real Estate,Real Estate Portfolio,4507436,4152548.6,-7.87,2025-09-17,Mutual Fund House
USER0475,Mutual Funds,Mutual Funds Portfolio,73274,68193.44,-6.93,2023-11-20,Mutual Fund House
USER0475,Fixed Deposits,Fixed Deposits Portfolio,488135,544502.92,11.55,2023-03-02,Direct
USER0475,Real Estate,Real Estate Portfolio,1582773,1468433.46,-7.22,2024-12-22,Stock Broker
USER0475,Stocks,Stocks Portfolio,268887,250210.44,-6.95,2024-03-01,Mutual Fund House
USER0476,Real Estate,Real Estate Portfolio,2823484,2778073.73,-1.61,2024-10-15,Direct
USER0476,Fixed Deposits,Fixed Deposits Portfolio,948415,1097935.98,15.77,2023-05-25,Bank
USER0476,Gold,Gold Portfolio,68203,64570.1,-5.33,2025-07-14,Bank
USER0476,Bonds,Bonds Portfolio,33588,31136.65,-7.3,2025-12-25,Stock Broker
USER0477,Stocks,Stocks Portfolio,89074,103454.74,16.14,2023-10-04,Mutual Fund House
USER0477,Real Estate,Real Estate Portfolio,4177388,5161922.1,23.57,2025-03-24,Bank
USER0478,Mutual Funds,Mutual Funds Portfolio,164512,177913.07,8.15,2023-09-10,Bank
USER0478,Stocks,Stocks Portfolio,116632,128461.33,10.14,2024-12-07,Direct
USER0478,Fixed Deposits,Fixed Deposits Portfolio,528253,622745.42,17.89,2025-12-05,Direct
USER0479,Mutual Funds,Mutual Funds Portfolio,174767,172567.87,-1.26,2024-06-06,Bank
USER0479,Fixed Deposits,Fixed Deposits Portfolio,598523,562829.26,-5.96,2023-12-01,Direct
USER0479,Stocks,Stocks Portfolio,373228,365776.03,-2.0,2024-04-25,Stock Broker
USER0479,Bonds,Bonds Portfolio,185058,187261.4,1.19,2024-06-18,Stock Broker
USER0480,Real Estate,Real Estate Portfolio,624100,706155.33,13.15,2024-02-16,Bank
USER0481,Real Estate,Real Estate Portfolio,2203372,2452244.87,11.3,2023-11-29,Stock Broker
USER0481,Bonds,Bonds Portfolio,247366,255620.05,3.34,2025-06-13,Direct
USER0481,Mutual Funds,Mutual Funds Portfolio,354077,353292.91,-0.22,2024-09-24,Bank
USER0481,Stocks,Stocks Portfolio,83909,90215.69,7.52,2025-11-01,Mutual Fund House
USER0482,Bonds,Bonds Portfolio,185130,227834.5,23.07,2025-09-17,Direct
USER0482,Fixed Deposits,Fixed Deposits Portfolio,947535,955838.7,0.88,2023-06-12,Mutual Fund House
USER0483,Mutual Funds,Mutual Funds Portfolio,304257,319128.23,4.89,2023-06-04,Direct
USER0483,Bonds,Bonds Portfolio,15943,16154.6,1.33,2024-09-05,Direct
USER0484,Gold,Gold Portfolio,69133,76739.71,11.0,2023-03-01,Bank
USER0484,Stocks,Stocks Portfolio,183559,221963.29,20.92,2024-08-16,Direct
USER0484,Bonds,Bonds Portfolio,179743,196365.36,9.25,2025-08-14,Bank
USER0484,Real Estate,Real Estate Portfolio,1218739,1489848.95,22.25,2023-07-22,Direct
USER0485,Real Estate,Real Estate Portfolio,1497273,1806159.1,20.63,2025-06-14,Direct
USER0485,Gold,Gold Portfolio,63146,60787.01,-3.74,2025-01-16,Bank
USER0485,Mutual Funds,Mutual Funds Portfolio,61811,74739.83,20.92,2025-03-30,Stock Broker
USER0485,Stocks,Stocks Portfolio,497191,541269.96,8.87,2024-02-27,Direct
USER0486,Fixed Deposits,Fixed Deposits Portfolio,443178,502177.5,13.31,2025-08-21,Bank
USER0486,Stocks,Stocks Portfolio,147598,179414.69,21.56,2023-07-24,Bank
USER0486,Bonds,Bonds Portfolio,141473,173764.04,22.82,2023-12-21,Stock Broker
USER0486,Mutual Funds,Mutual Funds Portfolio,84873,88041.28,3.73,2024-01-20,Stock Broker
USER0487,Real Estate,Real Estate Portfolio,874490,826606.03,-5.48,2023-07-31,Bank
USER0487,Bonds,Bonds Portfolio,268478,314201.87,17.03,2023-02-12,Direct
USER0488,Mutual Funds,Mutual Funds Portfolio,73498,76110.15,3.55,2025-04-06,Mutual Fund House
USER0488,Stocks,Stocks Portfolio,21559,24455.49,13.44,2023-02-27,Direct
USER0488,Gold,Gold Portfolio,36468,35502.82,-2.65,2025-07-25,Bank
USER0488,Fixed Deposits,Fixed Deposits Portfolio,824419,887968.78,7.71,2025-09-27,Mutual Fund House
USER0489,Mutual Funds,Mutual Funds Portfolio,180136,176694.79,-1.91,2025-03-10,Mutual Fund House
USER0489,Real Estate,Real Estate Portfolio,4275924,4695137.84,9.8,2025-10-16,Stock Broker
USER0490,Fixed Deposits,Fixed Deposits Portfolio,261971,325270.67,24.16,2023-05-24,Mutual Fund House
USER0491,Gold,Gold Portfolio,110247,125756.79,14.07,2023-11-03,Stock Broker
USER0491,Real Estate,Real Estate Portfolio,1985051,2025048.39,2.01,2025-12-07,Bank
USER0492,Fixed Deposits,Fixed Deposits Portfolio,598400,706239.35,18.02,2024-05-08,Bank
USER0492,Stocks,Stocks Portfolio,82282,88972.6,8.13,2023-05-17,Mutual Fund House
USER0492,Real Estate,Real Estate Portfolio,4000112,4294755.1,7.37,2024-05-05,Direct
USER0492,Bonds,Bonds Portfolio,267568,265894.94,-0.63,2025-11-11,Bank
USER0493,Fixed Deposits,Fixed Deposits Portfolio,194083,176115.67,-9.26,2024-09-29,Stock Broker
USER0494,Bonds,Bonds Portfolio,208334,187571.84,-9.97,2023-08-16,Bank
USER0494,Mutual Funds,Mutual Funds Portfolio,31791,37909.86,19.25,2023-02-05,Stock Broker
USER0495,Gold,Gold Portfolio,154779,192764.09,24.54,2025-05-11,Bank
USER0495,Bonds,Bonds Portfolio,237370,293925.26,23.83,2025-07-21,Bank
USER0495,Fixed Deposits,Fixed Deposits Portfolio,680462,829823.45,21.95,2023-06-13,Mutual Fund House
USER0496,Stocks,Stocks Portfolio,272640,287769.08,5.55,2023-11-04,Stock Broker
USER0497,Bonds,Bonds Portfolio,236391,260819.7,10.33,2023-03-19,Direct
USER0497,Gold,Gold Portfolio,81746,90216.79,10.36,2025-04-10,Bank
USER0498,Real Estate,Real Estate Portfolio,656627,601823.11,-8.35,2024-04-12,Stock Broker
USER0498,Stocks,Stocks Portfolio,386721,444192.34,14.86,2025-12-26,Mutual Fund House
USER0498,Fixed Deposits,Fixed Deposits Portfolio,796486,900287.3,13.03,2025-02-18,Mutual Fund House
USER0498,Gold,Gold Portfolio,185438,182921.6,-1.36,2024-04-26,Direct
USER0499,Fixed Deposits,Fixed Deposits Portfolio,715123,815827.76,14.08,2025-09-25,Direct
USER0499,Mutual Funds,Mutual Funds Portfolio,238764,237958.99,-0.34,2024-08-23,Direct
USER0500,Stocks,Stocks Portfolio,29041,30849.7,6.23,2024-07-09,Stock Broker
USER0500,Fixed Deposits,Fixed Deposits Portfolio,891924,884403.49,-0.84,2023-07-08,Direct
